PC1,PC2,kmeans_cluster,dbscan_cluster
0.8084823747457848,-0.31908195798969397,2,0
0.822561845662193,-0.4451374219487787,2,0
0.8753648690039009,-0.3837394610818652,2,0
0.872289516046086,-0.47036755334865704,2,0
0.8172468621910742,-0.42887675757291077,2,0
0.7352359460496578,-0.41498599455593255,2,0
0.9872936610514529,-0.6090463733542604,2,0
0.898996153587486,-0.44743115924308774,2,0
0.8676801632704927,-0.37190322430560485,2,0
0.8633559924488008,-0.3838897452206756,2,0
0.8519360544266406,-0.5326918365236888,2,0
0.9248448899737995,-0.47747739355435365,2,0
0.6678626724176382,-0.4873781666452622,2,-1
0.8085551544179539,-0.3314333908999477,2,0
0.8504949866353055,-0.3538729190054302,2,0
0.8163691535159385,-0.36227445422036514,2,0
0.9237579868206931,-0.4441308199320328,2,0
0.8316502436996156,-0.3546066643538196,2,0
0.8070254862752584,-0.37358657227537395,2,0
0.8634470607048832,-0.35678788568684583,2,0
0.8405914242942596,-0.35205697766329475,2,0
0.8986021647375686,-0.41912572087606675,2,0
0.9372601527271864,-0.4471391656792864,2,0
0.9637334577945615,-0.48302497278785445,2,0
0.8381671311757517,-0.35525265092044833,2,0
0.9219644258713775,-0.4420346786659237,2,0
0.8783300215367158,-0.38164161852230116,2,0
0.9448342482211782,-0.46162392183784495,2,0
0.8762212153650415,-0.3999911753697719,2,0
0.8735351727637781,-0.3845736168632275,2,0
0.8613327564136823,-0.37597643997424046,2,0
0.8969179973794701,-0.4031827768777437,2,0
0.8799945789814707,-0.3864460427774082,2,0
0.8266482248595748,-0.3867775962132095,2,0
0.9844236771065846,-0.5106104052967904,2,0
0.7971950010741904,-0.29992502411568284,2,0
0.8645332086415127,-0.3720027644876462,2,0
0.8553446808968046,-0.387906784950029,2,0
0.8582128748477647,-0.3875794945074649,2,0
0.935291915229852,-0.46181720817300126,2,0
0.8269610621830406,-0.33642031506147885,2,0
0.8954117492806515,-0.42346275708361547,2,0
0.833339230055486,-0.3380408058326917,2,0
0.9380592060153687,-0.4565520588236873,2,0
0.8374509008822337,-0.3362655582608271,2,0
0.801358002615151,-0.31698682144517665,2,0
0.8109094400460888,-0.33110247780127544,2,0
0.8380349079941278,-0.34697123391191564,2,0
0.7765785958926177,-0.360697829582207,2,0
0.8100097646250093,-0.3103833276047003,2,0
0.8475733700402195,-0.3523672910715031,2,0
0.8226607646920256,-0.3196558301665535,2,0
0.8442376100155724,-0.3659119259733934,2,0
0.7869380334624112,-0.2886642521503504,2,0
0.848761583001683,-0.37197734789849957,2,0
0.8409793893509023,-0.3655303174552727,2,0
0.8760005521551439,-0.40568947943408923,2,0
0.9029925231300044,-0.4157518552096865,2,0
0.8851636670890224,-0.4142082314451097,2,0
0.7572814778602797,-0.24450593704873258,2,0
0.8473524013325311,-0.3641348692118871,2,0
0.8804778957040658,-0.39805560515248956,2,0
0.8644206870777824,-0.3918496084320017,2,0
0.8178985512842938,-0.4293462528018206,2,0
0.9427744677770444,-0.46792652023602377,2,0
0.8868424278134268,-0.40645329235180244,2,0
0.915793383164978,-0.4628956251836208,2,0
0.9526373005234532,-0.47180731271495857,2,0
0.8738409067642172,-0.4278211903269172,2,0
0.8430008181704789,-0.37579065653176474,2,0
0.93958391883631,-0.5081217993124432,2,0
0.7895905363401792,-0.4581147567545843,2,0
0.8367408558549354,-0.3807181889111423,2,0
0.8394996450886116,-0.3444965317595561,2,0
0.818304249752444,-0.4807760823322941,2,0
0.8878268459988363,-0.4059900816407839,2,0
0.9290304321010903,-0.4472221312189535,2,0
0.8565137320119784,-0.36463731607208016,2,0
0.8128277358544682,-0.312990743019464,2,0
0.8786733129660025,-0.3938965977696993,2,0
0.8816762456875442,-0.3931266520753852,2,0
0.8942641733997359,-0.40534476437263106,2,0
0.8082627000824334,-0.3127107347939737,2,0
0.8641842629289715,-0.3955391676439822,2,0
0.909694840270229,-0.4279598282148659,2,0
0.9210892145177167,-0.46357515862878945,2,0
0.9404354919473774,-0.4609104225536811,2,0
1.0192712871215763,-0.5559113517735559,2,0
0.9070003071108141,-0.4312989374070866,2,0
0.9317129779609048,-0.4578758757249175,2,0
0.8927888959358825,-0.40838763627205343,2,0
0.8869208365528374,-0.41607168009147233,2,0
0.9298212822418619,-0.46161003807655393,2,0
0.8987897592004173,-0.4169122205476428,2,0
0.9280052425818714,-0.44987741064832815,2,0
0.8808760140224956,-0.4029207971391745,2,0
0.9074481457323214,-0.4270854517904545,2,0
1.0488138693500542,-0.5896269890218497,2,-1
0.9019566387228359,-0.42880970126706724,2,0
0.9561633635661153,-0.4920902518079678,2,0
0.8523685277458874,-0.37460925616832275,2,0
0.9313717301082107,-0.6018189121239411,2,-1
0.892272295562553,-0.4263358908552066,2,0
0.981002833885882,-0.5187796577339816,2,0
0.9092958243819595,-0.4442437710019679,2,0
1.1156126540985403,-0.6716482754946496,2,-1
0.9791925940743023,-0.5206416559596518,2,0
0.9079833157234054,-0.4345408825561138,2,0
0.9068542437958069,-0.4296737388526715,2,0
0.962333440443037,-0.5030065667401404,2,0
0.9474874777391447,-0.47919225135626764,2,0
0.9351435261798566,-0.4672713676285172,2,0
0.9359692085250371,-0.4642330184976861,2,0
0.9086684259445366,-0.45097348928760284,2,0
0.9310913555425011,-0.47723475498757056,2,0
0.951232736918113,-0.48574589417782355,2,0
0.9365104358471152,-0.4668941393140823,2,0
0.9151709965482948,-0.4405189597297785,2,0
0.4133699365812957,0.08628706477284254,0,0
0.5858761849856826,-0.004586008653529622,2,0
0.432095409517107,0.11533976591250528,0,0
0.40086544476525987,0.09962078024033921,0,0
0.3475380729518982,-0.20218120151771773,2,0
0.46416257656178084,0.034062179682141425,2,0
0.2581457249709236,-0.2493212785326525,2,0
0.3782789508245833,0.0007539851427089128,0,0
0.20100260489299404,-0.11217603709455194,3,0
0.5731898103795894,0.021672321357815716,2,0
0.5974051771491153,-0.03471508998712203,2,0
0.45020898951119714,0.03764105660462927,2,0
0.5486779057762015,0.037769668607813334,2,0
0.598203971945976,-0.09347569687346581,2,0
0.6390422271884295,-0.06703294014416719,2,0
0.4528458789749228,0.11732516297341283,0,0
0.5783728799379477,0.0029749571506240136,2,0
0.5439518124599438,-0.03976675796738846,2,0
0.4053064808949125,-0.045226156264162015,2,0
0.5690304815556295,-0.007208668092334974,2,0
0.6635248504245994,-0.09014434983650894,2,0
0.6053439706667592,-0.1255194684383813,2,0
0.33395398553622124,-0.11027279484719223,2,0
0.6400270060634847,-0.06553406575100984,2,0
0.6172134878675746,-0.08429739107045062,2,0
0.5426723219496379,0.0038955267276437056,2,0
0.705555418609368,-0.14016040505835758,2,0
0.6730733785522724,-0.1308655438476119,2,0
0.6073325178363935,-0.10631771102631918,2,0
0.5707370154947984,-0.02530251138093509,2,0
0.6923915847047903,-0.12636286864649032,2,0
0.589917477271299,-0.031209081943821604,2,0
0.6505485858009077,-0.07632156373129097,2,0
0.7812358088130198,-0.2329884174575371,2,0
0.672130322407253,-0.10503086346108462,2,0
0.6833751360291833,-0.1163351546337272,2,0
0.5502022495952059,0.021554576397900455,2,0
0.6576969021816497,-0.08873988747793136,2,0
0.664258615415221,-0.09624180342797742,2,0
0.65870430752338,-0.09031034877046783,2,0
0.8765992821157462,-0.34444594397519857,2,0
0.6552369911407678,-0.09580131869736036,2,0
0.6192045570005003,-0.07221890501249026,2,0
0.63297561629023,-0.06088039148426477,2,0
0.6592551463742375,-0.12746090190465165,2,0
0.6849924336827191,-0.1208440116663863,2,0
0.6942001141219052,-0.13054832589401405,2,0
0.7266970227934304,-0.16990647669857792,2,0
0.6533325969908605,-0.08362797105248487,2,0
0.6340639570267694,-0.10158366130099217,2,0
0.6356084567128726,-0.07679540856411707,2,0
0.7823640589396668,-0.24953143211496448,2,0
0.743542867790707,-0.19520635448378218,2,0
0.7164827205574777,-0.1630306402188511,2,0
0.6575417686321585,-0.11889176044340675,2,0
0.7368408160601987,-0.18598018717438608,2,0
0.6382326947530166,-0.13019694823924727,2,0
0.7224376105742167,-0.20517598147712424,2,0
0.6592821325589089,-0.09730214433853393,2,0
0.6991664001612423,-0.1636196134181221,2,0
0.70265746461925,-0.14747429727787809,2,0
0.7221681848184918,-0.1681166186046579,2,0
0.7183209825931884,-0.16576157097657065,2,0
0.6347355352666721,-0.15079789656413423,2,0
0.6805548233517722,-0.1873514235966445,2,0
0.7335772412422779,-0.18267808823825935,2,0
0.7810852221080862,-0.24285472888681492,2,0
0.6747378105519888,-0.1156849332446112,2,0
0.7849246825334646,-0.24660830630024153,2,0
0.8223461609433058,-0.30955603543963717,2,0
0.8334723879223696,-0.30433524082468105,2,0
0.8004937339977771,-0.26407685164831635,2,0
0.754661560235947,-0.23516306752830143,2,0
0.8142839138495088,-0.28278159213247384,2,0
0.7428811021439561,-0.19731083701525173,2,0
0.7320175936413602,-0.1840634545951576,2,0
0.7287998001412943,-0.18171660648854174,2,0
0.6949859267143306,-0.12384277554653225,2,0
0.3321517978537486,-0.1484899942100622,2,0
0.5363357037874592,-0.0009342529612304251,2,0
0.35983315227242285,-0.040162558912503504,0,0
0.5120486360854066,-0.11167043144750514,2,0
0.6115991435875019,-0.07526785027009339,2,0
0.49928357613274055,-0.017754585265598588,2,0
0.5876584669482361,-0.020022432447676014,2,0
0.5420444892258731,-0.011154066709534588,2,0
0.4615170935086953,-0.056921210219602475,2,0
0.6308662310377955,-0.11242465875689303,2,0
0.66904223256698,-0.12504206716015,2,0
0.4314947319196608,-0.10068200853281765,2,0
0.5625381546199058,0.0014947054522049807,2,0
0.6356206248805087,-0.07026580527004733,2,0
0.6765608820469653,-0.12221203247224836,2,0
0.5849738377328337,-0.06838703836790389,2,0
0.6119074118629073,-0.03999096101335339,2,0
0.7269525411865001,-0.16629911174352685,2,0
0.5724959380889172,-0.06906260859324098,2,0
0.6423396402736714,-0.062292650584401504,2,0
0.6000614178668384,-0.010484498878246318,2,0
0.5547190017110133,-0.012940478537095623,2,0
0.618120653157326,-0.03278562363783885,2,0
0.6096273283817812,-0.022386550498942948,2,0
0.2879801404162796,-0.10566522717415931,0,0
0.5449266468880865,0.00806450664231434,2,0
0.5736964890319831,0.023142305484636055,2,0
0.5886164066224719,0.003908551796361931,2,0
0.5232277384595667,0.08180561046717272,2,0
0.5161688039334391,0.08959930393492077,2,0
0.6584522033886322,-0.07734229319071995,2,0
0.486662927196458,0.12579869492576057,0,0
0.6177109768225597,-0.029946285112778942,2,0
0.5691931426784769,0.025812819184158897,2,0
0.6563758553716532,-0.07559138310243774,2,0
0.5447339638799165,0.05620839319158766,2,0
0.5889814356746252,0.0029310806198389328,2,0
0.4835037693681725,0.09088506843480076,2,0
0.6253480127023885,-0.03925517487399732,2,0
0.5496729862658418,0.04904782721958095,2,0
0.6409814274144432,-0.05855410209337647,2,0
0.6507249585862327,-0.07162254873526064,2,0
0.5465321199010251,0.05243087926786827,2,0
0.5922785627577145,-0.0007683035557018436,2,0
0.5433147355273917,0.05604640721198051,2,0
0.5316622488663187,0.07057103018309624,2,0
0.5812407871366903,0.012278834124083732,2,0
0.640622865595877,-0.05786317572790575,2,0
0.5841068728384715,0.00858445938961458,2,0
0.6879967546884773,-0.12258636090947936,2,0
0.5384410145640921,-0.04588131810510243,2,0
0.669077131264002,-0.11170704222638593,2,0
0.7056002971894666,-0.17774270583023594,2,0
0.5713761988009995,-0.053310761713687926,2,0
0.6162098192912258,-0.06960123738586935,2,0
0.6368643590887273,-0.09686537230283399,2,0
0.5856644716268211,-0.0019613994626062337,2,0
0.6523677026303087,-0.07564012528603278,2,0
0.6616377032134342,-0.08371353975700611,2,0
0.631144282813193,-0.049121193385488954,2,0
0.6880886816817458,-0.11572605415057415,2,0
0.7095692620057166,-0.1687288734435916,2,0
0.6398113156668863,-0.11276782178895997,2,0
0.5785971238659899,0.010174692757239895,2,0
0.6460563507109489,-0.0686900653799466,2,0
0.673395992207974,-0.11039559167715311,2,0
0.6208677186259417,-0.08636843736605,2,0
0.6749649210297621,-0.12743451067438644,2,0
0.6315401349455523,-0.058944668144110784,2,0
0.6322458204012384,-0.14498367858682384,2,0
0.6652902889565102,-0.10010730105410255,2,0
0.6517714061341113,-0.09151292890059934,2,0
0.5730301300605973,-0.05998102870248928,2,0
0.6253518007989562,-0.04362862122122871,2,0
0.6158578938719559,-0.03163944962091339,2,0
0.6260959796574401,-0.24716195594667684,2,0
0.5974635563551325,-0.02876253222480707,2,0
0.7091487419140212,-0.14310694978491967,2,0
0.6463086509604303,-0.0968864696813781,2,0
0.5654244149304402,0.024728523922439904,2,0
0.5374007193399624,-0.014727658606262906,2,0
0.5867223148946192,0.003132225619461554,2,0
0.6127926555020717,-0.028779374324921725,2,0
0.6282064010017854,-0.045604387114066225,2,0
0.6846752344482796,-0.1123519831238133,2,0
0.6825304542100337,-0.10949634342283908,2,0
0.6347722025224192,-0.05151016144538323,2,0
0.7006865605837815,-0.1307837194762148,2,0
0.6803711921234437,-0.10905914878253717,2,0
0.6942838577241812,-0.12342677133037881,2,0
0.6071459550321039,-0.02056415155058461,2,0
0.6774501375363517,-0.10499780034253045,2,0
0.5912445720507848,-0.003262420364434221,2,0
0.6367538076519286,-0.06176255253158533,2,0
0.6306252098259506,-0.054620331376975556,2,0
0.6424244409031721,-0.062087304036691104,2,0
0.7436181920666811,-0.1832515813932655,2,0
0.5806894286055384,-1.9032818863479184e-05,2,0
0.6951848702759658,-0.12427111829777898,2,0
0.7136076681060572,-0.1518078482925728,2,0
0.6385299713208685,-0.08084837700512754,2,0
0.7731513808101469,-0.22049897932637808,2,0
0.6279218383366985,-0.07779322366383691,2,0
0.7665816456112686,-0.21396001663944708,2,0
0.6358703414882505,-0.07067118710557155,2,0
0.6907963581592109,-0.16970186537814613,2,0
0.636297138940811,-0.1292806848857822,2,0
0.6968579059282527,-0.14113733547297586,2,0
0.6368950425795679,-0.061983791632403695,2,0
0.5884746030161403,-0.0039173744131554555,2,0
0.683677936067588,-0.1180927927518442,2,0
0.7079094414304368,-0.18427564243617442,2,0
0.6483825892288513,-0.07511827005755209,2,0
0.6384522243044235,-0.07857541259336813,2,0
0.6531505517643754,-0.09223224494793367,2,0
0.6573606673786017,-0.1156307320211428,2,0
0.5826045106724675,-0.07268501780264172,2,0
0.608961770260324,-0.07168627507116093,2,0
0.6774814055484046,-0.1400195476133301,2,0
0.6362805177397275,-0.05800195379695733,2,0
0.6875142566302037,-0.159038937747855,2,0
0.621287498400408,-0.04113243725757568,2,0
0.6510586465936432,-0.07558489920980811,2,0
0.5896825590930963,-0.07568112146843499,2,0
0.7321269280883691,-0.17160885950879828,2,0
0.6707431751146327,-0.10202163994530238,2,0
0.5658122356311315,-0.08270656958592844,2,0
0.6408919606446866,-0.06540425419990611,2,0
0.6310701733886814,-0.0782501011026464,2,0
0.6754184127343628,-0.10767589365563643,2,0
0.6359242978926578,-0.05896258694799361,2,0
0.6975821438836292,-0.1318039463991081,2,0
0.6914617077000191,-0.13683542491410244,2,0
0.721202773537553,-0.16053306486462407,2,0
0.6549651381154844,-0.08212676805729369,2,0
0.6123523472709071,-0.031918172990470145,2,0
0.6553237230771807,-0.15666960151178128,2,0
0.7054912006697902,-0.14284219930308015,2,0
0.7084986438250553,-0.14498014274236273,2,0
0.6356940529039616,-0.05978444277095349,2,0
0.613907576125678,-0.03421369293352575,2,0
0.7372275765437191,-0.1781771432458349,2,0
0.6583109711706567,-0.08711438143805111,2,0
0.656337775939005,-0.08506355520248987,2,0
0.5750999884403414,0.011676972053889345,2,0
0.723721944630227,-0.16281816303474383,2,0
0.6313819136925933,-0.05263795541531166,2,0
0.6800337777207117,-0.11254470834565136,2,0
0.7120628166959719,-0.14962186548061263,2,0
0.6845447141749972,-0.18961982178278086,2,0
0.6422731656555789,-0.06962275221474248,2,0
0.6560104629362995,-0.08588281706365108,2,0
0.6762864395089176,-0.11072728101977607,2,0
0.6934739579956566,-0.1503000068889901,2,0
0.6923357188747818,-0.12927350500015794,2,0
0.695665774885043,-0.1359612463544495,2,0
0.6405552503972622,-0.07006800118357395,2,0
0.7768177292021632,-0.22870640650233975,2,0
0.7534965331533967,-0.20109739299297608,2,0
0.79685263446275,-0.2539419423967405,2,0
0.746532035497917,-0.1928983193030146,2,0
0.777615666037498,-0.23063605885428634,2,0
0.7462404011293917,-0.19403191403589368,2,0
0.7732866590490766,-0.22621778704614626,2,0
0.7278899404631587,-0.18989248834403094,2,0
0.7092762942780728,-0.14934947098466006,2,0
0.7886817954671186,-0.2736659504540014,2,0
0.7127195027582407,-0.21014978269539764,2,0
0.626431850183576,-0.06545294234089694,2,0
0.7410603372121285,-0.2050754148880047,2,0
0.6702388387607918,-0.10410178305949078,2,0
0.731780916061169,-0.17743010860745806,2,0
0.7578793587629331,-0.20818102388505047,2,0
0.7248693536731499,-0.16479962758156758,2,0
0.6683909418529621,-0.1032248735065579,2,0
0.7173663611852388,-0.15905931733145454,2,0
0.7679781530418073,-0.2178874755633332,2,0
0.7301332447749738,-0.1758594974685016,2,0
0.7325862317514804,-0.17867980215029272,2,0
0.6388364548959815,-0.20772006496954695,2,0
0.7301991005161645,-0.17364533905768528,2,0
0.770149763310723,-0.22145817448055433,2,0
0.6781722099760703,-0.12375896120333163,2,0
0.7978255763108646,-0.2525432978189459,2,0
0.6860428218145522,-0.12069628143886738,2,0
0.7811648261585058,-0.2327660026883066,2,0
0.6707753001094388,-0.10486179696689904,2,0
0.7569378205422241,-0.20434735947891888,2,0
0.752370915029581,-0.19947109566965265,2,0
0.6845212279677868,-0.12155658117243832,2,0
0.7224773278095835,-0.16378879979794497,2,0
0.7278001363958628,-0.17251522183158083,2,0
0.702368653200135,-0.1412678890100457,2,0
0.795062952338609,-0.24961349909003636,2,0
0.7191800698973037,-0.16208180484113216,2,0
0.7448828038614197,-0.19705693771684937,2,0
0.6635457070555224,-0.09552800922908072,2,0
0.7788426303842166,-0.22890745031299314,2,0
0.720590563180117,-0.16266115449513505,2,0
0.7546258718567251,-0.20850431856704577,2,0
0.7549361049236099,-0.2432423798973214,2,0
0.8411140462905387,-0.30657568016477676,2,0
0.759385426802957,-0.21862119485844084,2,0
0.8813841780544536,-0.35587178097056626,2,0
0.7335220374164615,-0.1830034072365761,2,0
0.8109550146275164,-0.28405049266095,2,0
0.7540451651062017,-0.20758009445951042,2,0
0.7670473045726378,-0.22100757040937413,2,0
0.8290915165068664,-0.29629810143660573,2,0
0.7737180678212796,-0.24158728318416553,2,0
0.6889589529982512,-0.12886450846954894,2,0
0.754374678323046,-0.20516104246880537,2,0
0.7624884049087051,-0.21610019391003177,2,0
0.8348500597084192,-0.30804427909710685,2,0
0.8041280086782814,-0.2647545493596629,2,0
0.8461804739508305,-0.3137186082234358,2,0
0.6714473294165269,-0.14524662880749112,2,0
0.6972852826316727,-0.13729220186308888,2,0
0.6632846372413781,-0.15711748155889518,2,0
0.6627484840747195,-0.19297441079261712,2,0
0.7719557129994343,-0.22749533448175643,2,0
0.7620495193891177,-0.2164186201246454,2,0
0.7341417717517227,-0.18249034877835976,2,0
0.7473792614199759,-0.19846459278475354,2,0
0.7023428595798771,-0.14412927379835502,2,0
0.7547852970042785,-0.2071128759475116,2,0
0.7229040074131756,-0.18237505029242673,2,0
0.8466671628360176,-0.3149307033273314,2,0
0.7213692773618228,-0.16666639092608443,2,0
0.7868257475139344,-0.24271136982938923,2,0
0.7412779637281013,-0.19265108354906973,2,0
0.8579884705821312,-0.32745460156913697,2,0
0.7828632715716279,-0.2399212600404233,2,0
0.8246146078919268,-0.2895998826935464,2,0
0.6686732048941235,-0.10641687813258645,2,0
0.861649522660477,-0.33272663900194543,2,0
0.7541347704362986,-0.20664922279222897,2,0
0.8268278931104682,-0.2931885242443856,2,0
0.7154673293883069,-0.16301975277038222,2,0
0.6898355376841014,-0.13246629501739704,2,0
0.7307885425607588,-0.18052142897657014,2,0
0.7723229379681114,-0.22795103805278702,2,0
0.7590866415985567,-0.2107833764048631,2,0
0.7349024486887659,-0.18221905364649738,2,0
0.729140706418425,-0.17882376568121233,2,0
0.7955448558171547,-0.25626212505400203,2,0
0.826234149131069,-0.3206044868740123,2,0
0.7535395069430162,-0.20556771325407813,2,0
0.7924279956138158,-0.25134784078163225,2,0
0.826309132827264,-0.3099955929144066,2,0
0.7526383207836231,-0.20727592757397229,2,0
0.9790568139411329,-0.47400780123989333,2,0
0.7881882677050527,-0.27802381091528716,2,0
0.7832618927606725,-0.24487077089788883,2,0
0.8839588666880538,-0.36373161488477357,2,0
0.7894591737086205,-0.25040583055395194,2,0
0.8611195974913024,-0.36256866496607654,2,0
0.7713891467044944,-0.24400379776476674,2,0
0.8885558920892831,-0.36734029146177527,2,0
0.7805244908763125,-0.2398921332625953,2,0
0.7756508695616966,-0.2359518826382898,2,0
0.7051203481652255,-0.15166109963388497,2,0
0.8124730553995525,-0.2832029981544908,2,0
0.7464422635837045,-0.19916518939533925,2,0
0.8068389751670115,-0.27368212191302527,2,0
0.7727586617720621,-0.2309667067226151,2,0
0.8367105703835436,-0.30631222249752954,2,0
0.850770383180177,-0.325587851201531,2,0
0.7463001111614513,-0.20235186901048952,2,0
0.8089047128683158,-0.2754335752738912,2,0
0.8242233430886134,-0.29248472723464247,2,0
0.8160263846449782,-0.28473046046800277,2,0
0.7192346377003034,-0.19277078703200387,2,0
0.7926322103114463,-0.25574552201814676,2,0
0.791897029554621,-0.25551366221315835,2,0
0.8080780120833828,-0.2732488738748605,2,0
0.830979209396659,-0.2984384489318194,2,0
0.7221200813550173,-0.17502891932247902,2,0
0.8076349634604385,-0.27232592701911895,2,0
0.7402646906597681,-0.19367188825186826,2,0
0.8270588777236494,-0.2962185412191626,2,0
0.9593901535746727,-0.4498017599688977,2,0
0.7623384985856418,-0.2186228903008313,2,0
0.8176785317517385,-0.28411798917647446,2,0
0.7715515026053879,-0.2325540004458167,2,0
0.7794816548141994,-0.2376163856386699,2,0
0.8238429408760082,-0.29090325005346934,2,0
0.7667031485950602,-0.223440517523245,2,0
0.7346383803587027,-0.18915567764532687,2,0
0.7756553842046965,-0.233250986396198,2,0
0.8458951143926192,-0.31700256575209346,2,0
0.7468703312311049,-0.20174792417379728,2,0
0.7175370748886523,-0.1680780981859843,2,0
0.7251564784720661,-0.1776339089275089,2,0
0.8085086793755265,-0.273529275465235,2,0
0.8422530924810088,-0.3145155646909715,2,0
0.7597745092091952,-0.21617583587470623,2,0
0.7972160868631211,-0.2606213332084302,2,0
0.7347378597086698,-0.18865370849523622,2,0
0.7452944064664697,-0.2232716187226012,2,0
0.7879614651143667,-0.2862171123693903,2,0
0.7134679157811297,-0.24882371274585244,2,0
0.5940878867487451,-0.22716794999524367,2,0
0.7022714724650152,-0.23908152873328273,2,0
0.8249838172523658,-0.29945546993086036,2,0
0.8563031818960298,-0.3311695828983513,2,0
0.7320293358537286,-0.20745235229259323,2,0
0.8205070061205151,-0.2915327773279783,2,0
0.5607474934084298,-0.18532998292843547,2,0
0.8361247584075566,-0.31172733181095186,2,0
0.7309294764939327,-0.2560345936986696,2,0
0.8055873259299771,-0.3158358514611464,2,0
0.7492885245842169,-0.2350390389057666,2,0
0.6844165722930227,-0.21036192323388558,2,0
0.7753802796318547,-0.30984391628329216,2,0
0.6003878169443875,-0.3072345225405654,2,0
0.6572308470681305,-0.25247987775394143,2,0
0.6759499817375987,-0.29208129258838533,2,0
0.6205571039135769,-0.16821406907777003,2,0
0.6444463839229655,-0.205526369035134,2,0
0.7731210982841339,-0.2742962534211501,2,0
-0.028602334906029703,-0.3346688177153802,1,-1
0.24343019731964588,-0.0916983556370903,0,0
0.19530653668543296,-0.2765107008180006,3,0
0.37652873806431175,-0.1150139371850187,2,0
-0.13554484160348984,-0.3160745565038506,1,4
0.5609524967324118,-0.07405509615767633,2,0
0.45278600202838937,-0.08873241441810346,2,0
0.4181128975163918,-0.2075498534009849,2,0
0.16031364147977456,-0.2439914052624958,3,0
0.40431772711865477,-0.1269865631057777,2,0
-0.0896116889524669,-0.4424386149693532,1,-1
0.5548632143312708,-0.20000809209935386,2,0
0.44777735740229174,-0.16298853920887593,2,0
0.720866375933187,-0.18801046102815536,2,0
0.7497585246960765,-0.19908353823430203,2,0
0.6239283177314945,-0.0501991788490149,2,0
0.6269288906985717,-0.05373316985200177,2,0
0.5032762382365523,-0.13672383399571444,2,0
0.08752264877749016,-0.39515348514359205,3,-1
0.48155141360590203,-0.27768346555017853,2,0
0.5516545503256587,-0.1303011114232686,2,0
0.452695224875439,-0.24856050026720466,2,0
0.6076126173883585,-0.1061713478126694,2,0
0.602394416466528,-0.17974272463572566,2,0
0.4334927799515722,-0.23709557309575713,2,0
0.6045393756604804,-0.17237789583991386,2,0
0.6804802945537585,-0.1397425243262401,2,0
0.6018347448564676,-0.11119983378604753,2,0
0.5442367992134673,-0.22412333005940016,2,0
0.6668864140180111,-0.21752526370673375,2,0
0.11435219126399143,-0.5113144319306475,1,-1
